input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,31,bo_r31_003_tl118_dt28_ge39_qr94_tau89,118,28,39,0.94,0.89,145.92,85.44,10.00,1.00,10:1,140.42,219.08016,365.0,145.91984,85.436404,157.077482,0,20
BO,20260607,31,bo_r31_004_tl120_dt6_ge45_qr91_tau83,120,6,45,0.91,0.83,181.92,95.17,10.00,1.00,10:1,174.03,219.08016,401.0,181.91984,95.173908,162.60804,0,18
BO,20260607,31,bo_r31_005_tl94_dt165_ge43_qr94_tau87,94,165,43,0.94,0.87,272.92,80.52,10.00,1.00,10:1,255.43,219.08016,492.0,272.91984,80.51901,155.498778,0,33
BO,20260607,31,bo_r31_006_tl107_dt52_ge36_qr74_tau89,107,52,36,0.74,0.89,241.92,74.35,10.00,1.00,10:1,226.69,219.08016,461.0,241.91984,74.34619,140.906977,0,31
BO,20260607,32,bo_r32_001_tl77_dt1_ge42_qr95_tau88,77,1,42,0.95,0.88,264.92,89.58,10.00,1.00,10:1,248.98,219.08016,484.0,264.91984,89.58386,167.941038,0,17
BO,20260607,32,bo_r32_002_tl106_dt209_ge46_qr100_tau86,106,209,46,1.0,0.86,344.92,79.78,10.00,1.00,10:1,320.82,219.08016,564.0,344.91984,79.779981,160.561441,0,32
BO,20260607,32,bo_r32_003_tl117_dt120_ge49_qr76_tau88,117,120,49,0.76,0.88,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,32,bo_r32_004_tl120_dt143_ge27_qr95_tau89,120,143,27,0.95,0.89,222.92,77.46,10.00,1.00,10:1,209.70,219.08016,442.0,222.91984,77.459426,135.914439,0,38
BO,20260607,32,bo_r32_005_tl115_dt91_ge13_qr97_tau90,115,91,13,0.97,0.9,283.92,91.15,10.00,1.00,10:1,266.40,219.08016,503.0,283.91984,91.152457,148.279703,0,58
BO,20260607,32,bo_r32_006_tl115_dt222_ge48_qr96_tau83,115,222,48,0.96,0.83,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,33,bo_r33_001_tl90_dt21_ge50_qr91_tau86,90,21,50,0.91,0.86,144.92,75.77,10.00,1.00,10:1,138.63,219.08016,364.0,144.91984,75.771645,135.117647,0,17
BO,20260607,33,bo_r33_002_tl105_dt209_ge42_qr96_tau90,105,209,42,0.96,0.9,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
BO,20260607,33,bo_r33_003_tl116_dt43_ge49_qr88_tau87,116,43,49,0.88,0.87,237.92,83.61,10.00,1.00,10:1,223.89,219.08016,457.0,237.91984,83.606854,144.471503,0,26
BO,20260607,33,bo_r33_004_tl121_dt101_ge28_qr93_tau89,121,101,28,0.93,0.89,226.92,79.16,10.00,1.00,10:1,213.49,219.08016,446.0,226.91984,79.158033,136.457995,0,34
BO,20260607,33,bo_r33_005_tl70_dt38_ge36_qr97_tau90,70,38,36,0.97,0.9,112.92,80.09,10.00,1.00,10:1,109.93,219.08016,332.0,112.91984,80.085846,143.406627,0,22
BO,20260607,33,bo_r33_006_tl103_dt213_ge38_qr100_tau87,103,213,38,1.0,0.87,298.92,86.19,10.00,1.00,10:1,279.58,219.08016,518.0,298.91984,86.193655,145.207459,0,35
BO,20260607,34,bo_r34_001_tl105_dt68_ge50_qr99_tau88,105,68,50,0.99,0.88,195.92,78.22,10.00,1.00,10:1,185.22,219.08016,415.0,195.91984,78.224272,137.886544,0,24
BO,20260607,34,bo_r34_002_tl117_dt227_ge39_qr96_tau90,117,227,39,0.96,0.9,269.92,83.83,10.00,1.00,10:1,253.00,219.08016,489.0,269.91984,83.828629,152.267773,0,33
BO,20260607,34,bo_r34_003_tl119_dt134_ge49_qr92_tau82,119,134,49,0.92,0.82,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,34,bo_r34_004_tl122_dt244_ge36_qr93_tau89,122,244,36,0.93,0.89,288.92,84.10,10.00,1.00,10:1,270.30,219.08016,508.0,288.91984,84.097137,154.92093,0,34
BO,20260607,34,bo_r34_005_tl94_dt186_ge46_qr81_tau90,94,186,46,0.81,0.9,344.92,79.78,10.00,1.00,10:1,320.82,219.08016,564.0,344.91984,79.779981,160.561441,0,32
BO,20260607,34,bo_r34_006_tl100_dt95_ge48_qr72_tau88,100,95,48,0.72,0.88,259.92,80.17,10.00,1.00,10:1,243.58,219.08016,479.0,259.91984,80.168196,144.266497,0,30
BO,20260607,35,bo_r35_001_tl76_dt2_ge43_qr90_tau88,76,2,43,0.9,0.88,262.92,87.71,10.00,1.00,10:1,246.99,219.08016,482.0,262.91984,87.712686,156.319613,0,17
BO,20260607,35,bo_r35_002_tl121_dt5_ge13_qr95_tau90,121,5,13,0.95,0.9,266.92,79.29,10.00,1.00,10:1,249.86,219.08016,486.0,266.91984,79.286847,158.378251,0,20
BO,20260607,35,bo_r35_003_tl122_dt60_ge32_qr61_tau90,122,60,32,0.61,0.9,242.92,77.72,10.00,1.00,10:1,227.90,219.08016,462.0,242.91984,77.718627,137.862069,0,34
BO,20260607,35,bo_r35_004_tl76_dt35_ge35_qr92_tau88,76,35,35,0.92,0.88,109.92,81.36,10.00,1.00,10:1,107.32,219.08016,329.0,109.91984,81.35682,142.751479,0,22
BO,20260607,35,bo_r35_005_tl97_dt65_ge24_qr97_tau88,97,65,24,0.97,0.88,197.92,77.28,10.00,1.00,10:1,186.95,219.08016,417.0,197.91984,77.280951,136.047486,0,35
BO,20260607,35,bo_r35_006_tl107_dt84_ge24_qr95_tau87,107,84,24,0.95,0.87,223.92,76.99,10.00,1.00,10:1,210.56,219.08016,443.0,223.91984,76.985099,137.0,0,40
BO,20260607,36,bo_r36_001_tl101_dt210_ge46_qr100_tau88,101,210,46,1.0,0.88,344.92,79.78,10.00,1.00,10:1,320.82,219.08016,564.0,344.91984,79.779981,160.561441,0,32
BO,20260607,36,bo_r36_002_tl106_dt112_ge47_qr69_tau89,106,112,47,0.69,0.89,283.92,76.42,10.00,1.00,10:1,265.06,219.08016,503.0,283.91984,76.417864,154.256039,0,29
BO,20260607,36,bo_r36_003_tl110_dt109_ge45_qr84_tau90,110,109,45,0.84,0.9,192.92,77.83,10.00,1.00,10:1,182.46,219.08016,412.0,192.91984,77.833943,134.123209,0,27
BO,20260607,36,bo_r36_004_tl112_dt10_ge28_qr87_tau90,112,10,28,0.87,0.9,162.92,82.27,10.00,1.00,10:1,155.59,219.08016,382.0,162.91984,82.273824,136.886243,0,18
BO,20260607,36,bo_r36_005_tl112_dt96_ge42_qr93_tau90,112,96,42,0.93,0.9,190.92,79.15,10.00,1.00,10:1,180.76,219.08016,410.0,190.91984,79.147426,139.114362,0,28
BO,20260607,36,bo_r36_006_tl117_dt97_ge37_qr82_tau87,117,97,37,0.82,0.87,226.92,90.96,10.00,1.00,10:1,214.56,219.08016,446.0,226.91984,90.961795,157.0,0,33
BO,20260607,37,bo_r37_001_tl66_dt124_ge49_qr98_tau89,66,124,49,0.98,0.89,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,37,bo_r37_002_tl91_dt74_ge35_qr92_tau89,91,74,35,0.92,0.89,241.92,86.52,10.00,1.00,10:1,227.79,219.08016,461.0,241.91984,86.519992,138.005376,0,34
BO,20260607,37,bo_r37_003_tl95_dt94_ge41_qr96_tau90,95,94,41,0.96,0.9,137.92,77.60,10.00,1.00,10:1,132.44,219.08016,357.0,137.91984,77.599735,135.157556,0,26
BO,20260607,37,bo_r37_004_tl102_dt8_ge30_qr98_tau88,102,8,30,0.98,0.88,172.92,81.72,10.00,1.00,10:1,164.63,219.08016,392.0,172.91984,81.718686,136.719251,0,18
BO,20260607,37,bo_r37_005_tl109_dt46_ge36_qr94_tau89,109,46,36,0.94,0.89,171.92,88.45,10.00,1.00,10:1,164.33,219.08016,391.0,171.91984,88.445959,138.496042,0,25
BO,20260607,37,bo_r37_006_tl115_dt102_ge43_qr92_tau89,115,102,43,0.92,0.89,193.92,79.82,10.00,1.00,10:1,183.55,219.08016,413.0,193.91984,79.820019,141.253264,0,30
BO,20260607,38,bo_r38_001_tl93_dt72_ge44_qr100_tau85,93,72,44,1.0,0.85,273.92,77.23,10.00,1.00,10:1,256.04,219.08016,493.0,273.91984,77.231299,142.884422,0,29
BO,20260607,38,bo_r38_002_tl104_dt92_ge40_qr98_tau86,104,92,40,0.98,0.86,302.92,84.62,10.00,1.00,10:1,283.07,219.08016,522.0,302.91984,84.619647,149.650442,0,33
BO,20260607,38,bo_r38_003_tl105_dt40_ge40_qr74_tau89,105,40,40,0.74,0.89,114.92,83.19,10.00,1.00,10:1,112.04,219.08016,334.0,114.91984,83.190358,144.825073,0,22
BO,20260607,38,bo_r38_004_tl111_dt48_ge46_qr81_tau86,111,48,46,0.81,0.86,239.92,87.67,10.00,1.00,10:1,226.08,219.08016,459.0,239.91984,87.667274,142.329787,0,25
BO,20260607,38,bo_r38_005_tl111_dt44_ge28_qr96_tau85,111,44,28,0.96,0.85,127.92,86.38,10.00,1.00,10:1,124.14,219.08016,347.0,127.91984,86.37604,149.244845,0,29
BO,20260607,38,bo_r38_006_tl104_dt100_ge45_qr60_tau89,104,100,45,0.6,0.89,325.92,76.20,10.00,1.00,10:1,303.22,219.08016,545.0,325.91984,76.198557,153.807175,0,33
BO,20260607,39,bo_r39_001_tl74_dt30_ge47_qr99_tau87,74,30,47,0.99,0.87,140.92,84.55,10.00,1.00,10:1,135.80,219.08016,360.0,140.91984,84.548688,144.434524,0,18
BO,20260607,39,bo_r39_002_tl87_dt94_ge43_qr92_tau90,87,94,43,0.92,0.9,193.92,79.82,10.00,1.00,10:1,183.55,219.08016,413.0,193.91984,79.820019,141.253264,0,30
BO,20260607,39,bo_r39_003_tl91_dt30_ge41_qr94_tau89,91,30,41,0.94,0.89,114.92,83.08,10.00,1.00,10:1,112.03,219.08016,334.0,114.91984,83.07715,143.341108,0,18
BO,20260607,39,bo_r39_004_tl102_dt42_ge45_qr96_tau87,102,42,45,0.96,0.87,111.92,83.02,10.00,1.00,10:1,109.29,219.08016,331.0,111.91984,83.017197,145.514881,0,19
BO,20260607,39,bo_r39_005_tl104_dt26_ge36_qr91_tau88,104,26,36,0.91,0.88,138.92,78.83,10.00,1.00,10:1,133.46,219.08016,358.0,138.91984,78.8331,143.768786,0,19
BO,20260607,39,bo_r39_006_tl109_dt69_ge50_qr84_tau84,109,69,50,0.84,0.84,195.92,78.22,10.00,1.00,10:1,185.22,219.08016,415.0,195.91984,78.224272,137.886544,0,24
BO,20260607,40,bo_r40_001_tl97_dt26_ge43_qr93_tau89,97,26,43,0.93,0.89,137.92,78.59,10.00,1.00,10:1,132.53,219.08016,357.0,137.91984,78.594165,142.355882,0,17
BO,20260607,40,bo_r40_002_tl110_dt147_ge37_qr96_tau88,110,147,37,0.96,0.88,412.92,87.47,10.00,1.00,10:1,383.33,219.08016,632.0,412.91984,87.466851,171.722642,0,40
BO,20260607,40,bo_r40_003_tl116_dt95_ge31_qr90_tau90,116,95,31,0.9,0.9,362.92,88.55,10.00,1.00,10:1,337.98,219.08016,582.0,362.91984,88.549226,167.756048,0,43
BO,20260607,40,bo_r40_004_tl118_dt21_ge43_qr58_tau88,118,21,43,0.58,0.88,144.92,75.77,10.00,1.00,10:1,138.63,219.08016,364.0,144.91984,75.771645,135.117647,0,18
BO,20260607,40,bo_r40_005_tl118_dt93_ge45_qr93_tau89,118,93,45,0.93,0.89,259.92,76.41,10.00,1.00,10:1,243.24,219.08016,479.0,259.91984,76.409253,142.9025,0,29
BO,20260607,40,bo_r40_006_tl59_dt124_ge48_qr99_tau89,59,124,48,0.99,0.89,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,41,bo_r41_001_tl97_dt121_ge42_qr77_tau90,97,121,42,0.77,0.9,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
BO,20260607,41,bo_r41_002_tl103_dt165_ge39_qr99_tau87,103,165,39,0.99,0.87,269.92,83.83,10.00,1.00,10:1,253.00,219.08016,489.0,269.91984,83.828629,152.267773,0,33
BO,20260607,41,bo_r41_003_tl121_dt216_ge37_qr95_tau88,121,216,37,0.95,0.88,412.92,87.47,10.00,1.00,10:1,383.33,219.08016,632.0,412.91984,87.466851,171.722642,0,40
BO,20260607,41,bo_r41_004_tl112_dt1_ge26_qr82_tau88,112,1,26,0.82,0.88,264.92,89.58,10.00,1.00,10:1,248.98,219.08016,484.0,264.91984,89.58386,167.941038,0,18
BO,20260607,41,bo_r41_005_tl114_dt26_ge49_qr53_tau88,114,26,49,0.53,0.88,137.92,78.59,10.00,1.00,10:1,132.53,219.08016,357.0,137.91984,78.594165,142.355882,0,17
BO,20260607,41,bo_r41_006_tl82_dt9_ge48_qr89_tau84,82,9,48,0.89,0.84,164.92,79.50,10.00,1.00,10:1,157.15,219.08016,384.0,164.91984,79.50178,137.784024,0,18
BO,20260607,42,bo_r42_001_tl74_dt61_ge50_qr100_tau85,74,61,50,1.0,0.85,254.92,77.90,10.00,1.00,10:1,238.83,219.08016,474.0,254.91984,77.897101,138.181818,0,27
BO,20260607,42,bo_r42_002_tl101_dt167_ge40_qr98_tau89,101,167,40,0.98,0.89,297.92,84.08,10.00,1.00,10:1,278.48,219.08016,517.0,297.91984,84.07587,154.112385,0,35
BO,20260607,42,bo_r42_003_tl103_dt59_ge47_qr77_tau86,103,59,47,0.77,0.86,158.92,77.73,10.00,1.00,10:1,151.54,219.08016,378.0,158.91984,77.731075,133.400593,0,24
BO,20260607,42,bo_r42_004_tl104_dt131_ge50_qr74_tau90,104,131,50,0.74,0.9,400.92,78.81,10.00,1.00,10:1,371.64,219.08016,620.0,400.91984,78.809575,179.611429,0,34
BO,20260607,42,bo_r42_005_tl109_dt29_ge46_qr81_tau87,109,29,46,0.81,0.87,137.92,84.01,10.00,1.00,10:1,133.02,219.08016,357.0,137.91984,84.014093,132.700326,0,19
BO,20260607,42,bo_r42_006_tl120_dt209_ge49_qr77_tau86,120,209,49,0.77,0.86,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,43,bo_r43_001_tl89_dt25_ge40_qr93_tau87,89,25,40,0.93,0.87,137.92,76.70,10.00,1.00,10:1,132.35,219.08016,357.0,137.91984,76.696656,134.477419,0,17
BO,20260607,43,bo_r43_002_tl105_dt158_ge46_qr98_tau85,105,158,46,0.98,0.85,344.92,79.78,10.00,1.00,10:1,320.82,219.08016,564.0,344.91984,79.779981,160.561441,0,32
BO,20260607,43,bo_r43_003_tl111_dt15_ge42_qr98_tau88,111,15,42,0.98,0.88,144.92,78.65,10.00,1.00,10:1,138.90,219.08016,364.0,144.91984,78.650479,137.626959,0,17
BO,20260607,43,bo_r43_004_tl111_dt73_ge43_qr100_tau83,111,73,43,1.0,0.83,267.92,76.58,10.00,1.00,10:1,250.53,219.08016,487.0,267.91984,76.584863,147.130221,0,31
BO,20260607,43,bo_r43_005_tl118_dt2_ge48_qr95_tau90,118,2,48,0.95,0.9,262.92,87.71,10.00,1.00,10:1,246.99,219.08016,482.0,262.91984,87.712686,156.319613,0,17
BO,20260607,43,bo_r43_006_tl105_dt68_ge46_qr59_tau90,105,68,46,0.59,0.9,250.92,77.99,10.00,1.00,10:1,235.20,219.08016,470.0,250.91984,77.988759,137.263708,0,28
BO,20260607,44,bo_r44_001_tl92_dt101_ge49_qr96_tau86,92,101,49,0.96,0.86,298.92,79.74,10.00,1.00,10:1,278.99,219.08016,518.0,298.91984,79.736995,169.30819,0,32
BO,20260607,44,bo_r44_002_tl108_dt163_ge44_qr91_tau87,108,163,44,0.91,0.87,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,44,bo_r44_003_tl116_dt116_ge44_qr67_tau89,116,116,44,0.67,0.89,171.92,78.61,10.00,1.00,10:1,163.44,219.08016,391.0,171.91984,78.612955,137.538667,0,27
BO,20260607,44,bo_r44_004_tl95_dt243_ge48_qr95_tau87,95,243,48,0.95,0.87,303.92,80.26,10.00,1.00,10:1,283.59,219.08016,523.0,303.91984,80.258975,164.523913,0,32
BO,20260607,44,bo_r44_005_tl90_dt116_ge31_qr96_tau89,90,116,31,0.96,0.89,308.92,86.56,10.00,1.00,10:1,288.71,219.08016,528.0,308.91984,86.561744,146.450116,0,39
BO,20260607,44,bo_r44_006_tl95_dt110_ge41_qr74_tau90,95,110,41,0.74,0.9,242.92,80.30,10.00,1.00,10:1,228.14,219.08016,462.0,242.91984,80.303876,137.48285,0,29
BO,20260607,45,bo_r45_001_tl77_dt82_ge48_qr88_tau89,77,82,48,0.88,0.89,252.92,74.41,10.00,1.00,10:1,236.69,219.08016,472.0,252.91984,74.41418,138.911227,0,28
BO,20260607,45,bo_r45_002_tl105_dt83_ge43_qr87_tau88,105,83,43,0.87,0.88,266.92,76.22,10.00,1.00,10:1,249.58,219.08016,486.0,266.91984,76.219555,162.378788,0,34
BO,20260607,45,bo_r45_003_tl118_dt184_ge36_qr96_tau88,118,184,36,0.96,0.88,288.92,84.10,10.00,1.00,10:1,270.30,219.08016,508.0,288.91984,84.097137,154.92093,0,34
BO,20260607,45,bo_r45_004_tl74_dt97_ge42_qr87_tau90,74,97,42,0.87,0.9,190.92,79.15,10.00,1.00,10:1,180.76,219.08016,410.0,190.91984,79.147426,139.114362,0,28
BO,20260607,45,bo_r45_005_tl85_dt4_ge47_qr99_tau82,85,4,47,0.99,0.82,262.92,99.38,10.00,1.00,10:1,248.05,219.08016,482.0,262.91984,99.375066,186.0217,0,17
BO,20260607,45,bo_r45_006_tl98_dt102_ge50_qr61_tau89,98,102,50,0.61,0.89,287.92,74.79,10.00,1.00,10:1,268.54,219.08016,507.0,287.91984,74.788551,161.303944,0,29
BO,20260607,46,bo_r46_001_tl86_dt187_ge49_qr97_tau88,86,187,49,0.97,0.88,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
BO,20260607,46,bo_r46_002_tl98_dt161_ge45_qr78_tau90,98,161,45,0.78,0.9,254.92,76.28,10.00,1.00,10:1,238.68,219.08016,474.0,254.91984,76.276682,149.970732,0,27
BO,20260607,46,bo_r46_003_tl108_dt41_ge41_qr89_tau84,108,41,41,0.89,0.84,107.92,92.18,10.00,1.00,10:1,106.49,219.08016,327.0,107.91984,92.176127,173.632937,0,19
BO,20260607,46,bo_r46_004_tl113_dt77_ge34_qr94_tau88,113,77,34,0.94,0.88,270.92,80.41,10.00,1.00,10:1,253.60,219.08016,490.0,270.91984,80.410496,151.53202,0,37
BO,20260607,46,bo_r46_005_tl120_dt149_ge36_qr92_tau89,120,149,36,0.92,0.89,288.92,84.10,10.00,1.00,10:1,270.30,219.08016,508.0,288.91984,84.097137,154.92093,0,34
BO,20260607,46,bo_r46_006_tl121_dt11_ge33_qr87_tau88,121,11,33,0.87,0.88,166.92,87.05,10.00,1.00,10:1,159.66,219.08016,386.0,166.91984,87.049542,146.818898,0,18
BO,20260607,47,bo_r47_001_tl96_dt7_ge50_qr85_tau89,96,7,50,0.85,0.89,167.92,81.69,10.00,1.00,10:1,160.08,219.08016,387.0,167.91984,81.693893,136.926829,0,17
BO,20260607,47,bo_r47_002_tl109_dt20_ge38_qr88_tau85,109,20,38,0.88,0.85,144.92,77.17,10.00,1.00,10:1,138.76,219.08016,364.0,144.91984,77.16832,135.775701,0,19
BO,20260607,47,bo_r47_003_tl111_dt141_ge44_qr82_tau90,111,141,44,0.82,0.9,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,47,bo_r47_004_tl113_dt19_ge47_qr80_tau90,113,19,47,0.8,0.9,144.92,79.19,10.00,1.00,10:1,138.94,219.08016,364.0,144.91984,79.188933,146.939481,0,17
BO,20260607,47,bo_r47_005_tl108_dt62_ge12_qr98_tau90,108,62,12,0.98,0.9,397.92,97.50,10.00,1.00,10:1,370.61,219.08016,617.0,397.91984,97.504785,187.033628,0,76
BO,20260607,47,bo_r47_006_tl109_dt153_ge33_qr90_tau87,109,153,33,0.9,0.87,286.92,89.91,10.00,1.00,10:1,269.01,219.08016,506.0,286.91984,89.912906,157.023866,0,35
BO,20260607,48,bo_r48_001_tl85_dt77_ge39_qr100_tau88,85,77,39,1.0,0.88,315.92,80.31,10.00,1.00,10:1,294.50,219.08016,535.0,315.91984,80.313878,142.30485,0,35
BO,20260607,48,bo_r48_002_tl118_dt55_ge50_qr67_tau86,118,55,50,0.67,0.86,144.92,85.73,10.00,1.00,10:1,139.54,219.08016,364.0,144.91984,85.733443,140.458599,0,21
BO,20260607,48,bo_r48_003_tl101_dt163_ge37_qr100_tau86,101,163,37,1.0,0.86,412.92,87.47,10.00,1.00,10:1,383.33,219.08016,632.0,412.91984,87.466851,171.722642,0,40
BO,20260607,48,bo_r48_004_tl63_dt131_ge39_qr99_tau90,63,131,39,0.99,0.9,294.92,83.50,10.00,1.00,10:1,275.70,219.08016,514.0,294.91984,83.503183,156.203057,0,34
BO,20260607,48,bo_r48_005_tl55_dt39_ge46_qr86_tau88,55,39,46,0.86,0.88,111.92,93.93,10.00,1.00,10:1,110.28,219.08016,331.0,111.91984,93.929091,171.475309,0,17
BO,20260607,48,bo_r48_006_tl99_dt51_ge29_qr73_tau88,99,51,29,0.73,0.88,240.92,82.07,10.00,1.00,10:1,226.48,219.08016,460.0,240.91984,82.066157,151.578947,0,32
BO,20260607,49,bo_r49_001_tl114_dt85_ge38_qr98_tau87,114,85,38,0.98,0.87,220.92,89.49,10.00,1.00,10:1,208.97,219.08016,440.0,220.91984,89.485886,136.695418,0,30
BO,20260607,49,bo_r49_002_tl117_dt170_ge45_qr95_tau84,117,170,45,0.95,0.84,254.92,76.28,10.00,1.00,10:1,238.68,219.08016,474.0,254.91984,76.276682,149.970732,0,27
BO,20260607,49,bo_r49_003_tl122_dt99_ge46_qr60_tau89,122,99,46,0.6,0.89,325.92,81.76,10.00,1.00,10:1,303.72,219.08016,545.0,325.91984,81.757964,169.478702,0,34
BO,20260607,49,bo_r49_004_tl121_dt177_ge31_qr90_tau87,121,177,31,0.9,0.87,308.92,86.56,10.00,1.00,10:1,288.71,219.08016,528.0,308.91984,86.561744,146.450116,0,39
BO,20260607,49,bo_r49_005_tl64_dt200_ge39_qr100_tau90,64,200,39,1.0,0.9,294.92,83.50,10.00,1.00,10:1,275.70,219.08016,514.0,294.91984,83.503183,156.203057,0,34
BO,20260607,49,bo_r49_006_tl94_dt130_ge50_qr92_tau82,94,130,50,0.92,0.82,400.92,78.81,10.00,1.00,10:1,371.64,219.08016,620.0,400.91984,78.809575,179.611429,0,34
BO,20260607,50,bo_r50_001_tl94_dt10_ge34_qr77_tau90,94,10,34,0.77,0.9,161.92,83.15,10.00,1.00,10:1,154.76,219.08016,381.0,161.91984,83.147963,137.01847,0,17
BO,20260607,50,bo_r50_002_tl94_dt89_ge33_qr95_tau89,94,89,33,0.95,0.89,221.92,88.64,10.00,1.00,10:1,209.80,219.08016,441.0,221.91984,88.638711,144.615591,0,35
BO,20260607,50,bo_r50_003_tl100_dt0_ge47_qr96_tau87,100,0,47,0.96,0.87,258.92,82.01,10.00,1.00,10:1,242.84,219.08016,478.0,258.91984,82.006466,161.927313,0,29
BO,20260607,50,bo_r50_004_tl104_dt46_ge46_qr82_tau88,104,46,46,0.82,0.88,242.92,87.83,10.00,1.00,10:1,228.82,219.08016,462.0,242.91984,87.829867,144.698163,0,24
BO,20260607,50,bo_r50_005_tl108_dt130_ge44_qr85_tau89,108,130,44,0.85,0.89,248.92,80.57,10.00,1.00,10:1,233.62,219.08016,468.0,248.91984,80.572424,140.334225,0,29
BO,20260607,50,bo_r50_006_tl110_dt78_ge26_qr100_tau87,110,78,26,1.0,0.87,220.92,74.03,10.00,1.00,10:1,207.57,219.08016,440.0,220.91984,74.02715,136.292746,0,37
