mapwide_id,source_edge,sink_edge,route_edges,route_edge_count,depart,reason
expanded_v7_mapwide_00310,1113247891#6,464770445#0,1113247891#6 -368834998#9 -368834998#8 -368834998#7 -377373577#7 -377373577#6 -377373577#5 -377373577#4 -377373577#2 -377373577#1 -377373577#0 331953294#3 377373670#0 377373670#1 377373670#2 331953288#6 331953288#7 377373635 464380979#1 516169312#12 516169312#13 516169312#14 499417661#0 837752063#1 837752063#2 837752066#0 837752066#1 585352850#3 585352851#0 585352851#1 218707545 619137615#0 619137615#1 619137615#3 619137615#4 464447942#0 244477705#2 244477705#3 244477705#4 244477705#5 244477705#6 244477705#7 244477705#8 -344898677#10 -344898677#7 -344898677#5 -344898677#4 -344898677#3 -344898677#1 -344898677#0 464458362#0 464458362#1 -244477714#2 -244477714#1 -244477714#0 526967879#3 580350029#0 580350029#1 -351672107#4 -351672107#3 -351672107#2 -351672107#1 464770445#0,63,1764.10,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00311,-767644535,233651332#0,-767644535 767644534#1 782892491#1 420383143#0 420383143#1 228795477#2 228795477#3 228795463#0 228795463#1 228795463#3 228795463#4 219696192#7 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 517641026#0 517641026#1 517641026#2 517641026#3 517641017#0 517641017#1 517641017#2 517641017#3 -184444067#6 233651332#0,28,1770.45,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00312,-228795463#0,-381452104#0,-228795463#0 228795477#5 228795477#6 228795474#1 228795474#2 228795463#3 228795463#4 198564928#10 198564928#11 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 420331825#4 -913009312#4 117914343#0 381452104#0 381452104#1 -420319840#1 -420319840#0 -381452174#0 -381452104#0,42,1775.38,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00313,416178720#7,-607077076#2,416178720#7 416178720#8 -229027410#4 -229027410#3 -229027410#2 -229027410#1 183521178#8 183521178#9 1153283290 770890583#0 770890583#1 770890583#2 773060741#0 773060741#1 770890587 770890589#0 770890589#1 770890589#2 770890589#3 770890589#4 770890589#5 773066535#0 184083191#2 773066536#0 773066536#1 773066536#2 773066536#3 -420334155#3 -420334155#2 -420334155#1 -420334155#0 -607077076#3 -607077076#2,33,1781.73,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00314,420317543#1,-381452108#2,420317543#1 244215552#1 520307306 913009311 913009312#1 913009312#2 913009312#3 117914343#0 117914343#1 381452108#0 -381452106#6 -381452106#4 -381452106#3 381452155 -381452108#3 -381452108#2,16,1788.08,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00315,-333725872#4,320463245#4,-333725872#4 -229028026#10 -229028026#9 -379730411#2 -229028019#2 -229028019#1 218923174#2 218923174#3 218923174#4 218923174#5 218923174#6 770890587 770890589#0 770890589#1 770890589#2 770890589#3 770890589#4 770890589#5 773066535#0 218923171#1 218923171#2 218923171#4 183272621 -1455518729#7 -1455518729#6 -1455518729#5 -1455518729#4 -1455518729#2 -1455518729#1 -1455518729#0 -1455518726 -198564928#28 -198564928#27 -198564928#26 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 381456420#0 381456420#1 381456420#4 381456420#5 381456466#2 320463245#4,49,1794.44,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00316,-318750942#0,198691077#7,-318750942#0 -419750456#1 -419750456#0 -73550861#4 -73550861#3 -73550861#1 -73550861#0 37403263#0 -233651294#3 419812894#0 419812894#1 419812896#1 788674831 -419812890#0 -245063636#3 -245063636#2 -245063636#1 -245063636#0 184444067#5 184444067#6 517641017#4 517641017#5 517641017#6 517641017#7 517641017#8 517706841#1 517706841#2 344663892#0 344663892#1 -184443141#4 -184443141#3 -184443141#2 -184443141#1 -184443141#0 -1084408276#1 -1084408276#0 -424940172 -333725870 -218923156#1 1499619440#1 1499619440#2 1499619440#3 1499619440#4 1499619440#5 219096264 198564925#0 198564925#1 198691078#0 198691078#1 198691056#0 198691078#3 198691078#4 198691077#7,53,1800.79,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00317,775222468#2,-772279128#0,775222468#2 775222468#3 -273028084#11 -273028084#10 772873181#0 -775222468#4 -775222468#3 -775222468#2 -775222468#1 420361201 767063626 1283636942 -768399563#1 -768399563#0 420361194#0 420361194#1 420361194#2 773060736 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 273638834#1 273638834#2 273638834#3 273638834#4 273638834#5 273638834#6 273638834#8 223418965#3 223418965#4 223418965#6 223418965#7 223418965#8 223418965#9 788411954#1 -772279128#0,39,1807.14,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00318,198691079#2,601902513#0,198691079#2 -198691076#0 198691056#3 198691077#6 198691077#7 198691077#9 198691077#10 198691077#11 198691077#12 198691077#13 198691077#14 218974503#0 218974503#1 218974503#2 218974503#3 218974503#4 218974503#5 218974503#6 1109231377#0 1109231377#1 782892492#0 782892492#1 773060736 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 785130598#0 785130598#1 785130598#2 785130598#3 785130598#4 785130598#5 785130598#6 785130598#7 785130598#8 1455497343#0 785130601#1 -785130602#0 1455497343#2 1455497343#3 1455497343#4 785130603 428260104 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 601902513#0,52,1813.50,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00319,381807706#0,1207199730#3,381807706#0 -381807683#1 -482140281#9 -482140281#8 381809117#0 381809117#1 381809117#2 -420086334#2 420078498#4 -482140281#5 -482140281#4 -482140281#2 -482140281#1 -482140281#0 -911522747#1 -911522747#0 -911522751#4 -911522751#1 -911522751#0 -913811577#1 -913811577#0 183521074#0 183521074#1 183521074#2 183521074#3 -913811578 913694024#0 913694024#1 37403503#5 37403503#6 656122996 1199229106#0 1199229106#1 218771978#1 218771978#2 218771978#3 218771978#4 218771978#5 218771978#6 218771978#7 1212424785#0 1212424785#1 1212424785#2 1212424785#3 1212424785#4 1212424785#5 1212424785#6 1212424785#7 1212424785#8 1212424785#9 732213463#0 732213463#2 732213463#3 73550864#0 73550864#1 73550864#2 73550864#3 1207199730#2 1207199730#3,59,1819.85,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00320,521770125#0,238535895#0,521770125#0 521770125#1 521770125#2 521770125#3 218910312#0 218910312#2 218910312#3 -1392679400 -218910324#11 -218910324#10 -218910324#9 -218910324#7 -218910324#6 -218910324#5 -420187960#3 239357580#0 -381570321#0 -420187960#1 -420187960#0 -381458583#6 -381458583#5 -381458583#2 -381458583#1 -381458583#0 -218681380#5 -218681380#4 -218681380#3 -218681380#2 -218681380#1 -218681380#0 -520307305#4 -520307305#3 1279010544#0 420187959#1 420187959#2 420187959#3 420187959#4 420187959#5 420187959#6 420187959#7 420187959#8 420187959#9 420187959#10 420187959#11 420187959#12 -913826317 -420319848#5 -420319848#4 -420319848#3 -420319848#2 381452175#0 381452175#1 381452175#2 381452175#3 -381452122#3 913009312#9 913009312#10 -218923171#5 -218923171#4 -218923171#2 -218923171#1 184083191#2 773066536#0 348657481#0 348657481#1 348657481#2 348657481#3 348657481#4 1283637489 607077076#0 607077076#1 -348659730 656122999 656122998#0 218771978#2 218771978#3 218771978#4 238535895#0,78,1767.80,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00321,377333837#0,272232099#1,377333837#0 377333837#1 377333837#2 377333837#3 377333864 -377333837#1 -377333837#0 519100623#0 -377333856 -377333891#0 -420181757#2 -420181756 377333825#0 377333825#1 -779239891 -381737989#1 -381737989#0 381737969#4 183272636#0 183272636#1 519071250 413106892 519097168#0 519097168#1 519097168#2 519097168#4 -218681380#7 -218681380#5 -218681380#4 -218681380#3 -218681380#2 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 37403487#0 913006753 913006754#0 913006754#1 913006754#2 913006754#3 913006754#4 -1291318446 -268782233#4 -268782233#3 -268782233#2 -268782329#1 -268782329#0 272228143#0 272228143#1 272228143#2 272228143#3 272228143#4 272228143#5 237470575#0 237470575#1 237470575#2 237470575#3 237470575#4 237470575#5 237470575#6 223418965#6 223418965#7 223418965#8 223418965#9 272232099#1,72,1774.15,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00322,464770424,-384030401#0,464770424 326189552#9 37403484#1 37403484#2 37403484#3 37403484#4 37403484#5 526967879#0 526967879#1 526967879#2 526967879#3 580350029#0 580350029#1 580350029#2 580350029#3 580350029#5 580350029#6 580350029#7 1339655672#0 1339655672#1 -580350028 1339655669 -778973690 -384030401#1 -384030401#0,25,1780.51,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00323,782892488#2,416172064,782892488#2 1205679418#14 329995230#0 329995230#1 228795484#0 228795484#1 228795468#3 908646367#11 218924602#0 218924602#1 218924602#2 218924602#3 656122993 156922850#1 -170403810#3 -170403810#2 -170403810#1 -170403810#0 1207199730#0 1207199730#1 1207199730#2 1207199730#3 1207199731#2 1458158605 218835937 1458158600 1458158598 -1458158597 -517641007 -1458158607 -1458158608 -1458158609 -517583989 -1458158610 -1458158611 -1458158612 -223435053 381218091#0 381218091#1 416172064,40,1786.86,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00324,516169308#7,377373566#0,516169308#7 516169308#8 -368834998#9 -368834998#8 -368834998#7 -368834998#6 -368834998#5 -368834998#4 289489780#0 289489780#1 289489780#3 289489780#4 289489780#5 377373668#1 -464412130#2 -464412130#1 -464412130#0 -377373704 -377373601#6 377373725#0 377373725#1 237264677#8 377373566#0,23,1793.21,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00325,-221431173#0,-221977892#3,-221431173#0 -221431169#0 37399752#2 37399752#3 37399752#4 37399752#5 37399752#6 37399752#7 37399752#8 37399752#9 141957153 142077711#1 236945321#1 236945321#2 236945321#3 236945321#4 196079107#0 196079107#1 446743583#0 446743583#1 1506928764#0 1506928764#1 1506928764#2 196079104#0 196079104#2 196079104#3 196079104#4 196079104#5 1153283294#0 1153283294#1 619392625 773060739#0 773060739#1 1208411212#0 1208411212#1 37402325#0 37402325#1 913546029 180368916#1 180368916#4 -221977892#3,41,1798.14,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00326,-1004836024,-243542155#0,-1004836024 233651280#1 218974504#3 218974504#4 218974504#5 219096265 708672701#0 708672701#1 708672701#2 708672701#3 708672701#4 708672701#5 708672701#6 708672701#7 708672701#8 708858347 -1499619438#0 -383097714 383097722#0 781985788#0 1465558146#0 1465558146#1 383097723 379943276 -243542155#1 -243542155#0,26,1804.49,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00327,-233526454#0,229026917#1,-233526454#0 -73550861#4 419752064#0 788674833 -419752060 -419752058#0 180190213#9 180190213#11 220027347#7 220027347#8 220027347#9 220027347#10 1207199730#0 1207199730#1 1207199730#2 1207199730#3 1207199731#2 1458158605 218835937 1458158600 1458158598 -1458158597 -517641007 -1458158607 -1458158608 -1458158609 -517583989 -1458158610 -1458158611 -1458158612 1458158615#0 1458158613#1 1458158613#3 1458158613#4 1458158613#5 1455528504#0 1455528504#1 1455528504#2 381218125#0 381218125#1 -381218124#3 -381218124#2 -381218124#0 381218115#1 381218115#2 381218115#3 -229026916#8 -229026916#5 -229026916#4 -229026916#3 -229026916#2 229026917#1,52,1810.84,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00328,-1176532865#1,415967618#6,-1176532865#1 -1176532865#0 -1176532864#0 229026906#1 416204675#0 416204675#1 416204675#2 -379730390#2 -379730390#1 -379730349 416204675#5 416204675#6 416204675#7 416204675#8 416204675#9 416204675#11 -229027410#4 -229027410#3 -229027410#2 -229027410#1 183521178#8 183521178#9 183521195#0 183521195#1 183521195#2 183521195#3 1455546617#0 1455546617#1 381218097 229026919 415967618#6,31,1817.20,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00329,420187963#0,238535896#1,420187963#0 381458594#1 381458594#2 381458594#3 381458594#4 -381458597 -381458581#3 -381458581#2 -381458581#1 239357573#19 239357573#20 239357573#21 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 218662402#0 218662402#1 520307306 913009311 1126339777#0 1126339777#1 -420331831 117914348#0 117914348#1 117914351#0 117914351#2 -420331825#0 913006754#9 1455512067 1455512071 428260116#1 1455518728 1455518727#0 1455518727#1 1455518727#2 1455524944 1455524946 1455524945 218923182 268783056#1 1455524950#0 1455524950#1 1455524952#0 1455524952#1 1455526423 1455526421 1455526422 1455526425#0 1455526425#1 482167259 482167260 1455527229 1455527230 1207481548 1455546620 1207481549#0 1207481549#1 1455546621 238535896#1,62,1823.55,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00330,381447829#0,420331831,381447829#0 420331831,2,1829.90,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00331,-381743714#2,420086344#0,-381743714#2 -381743714#1 -381743714#0 521770125#2 521770125#3 218910312#0 218910312#2 218910312#3 -1392679400 -218910324#11 -218910324#10 -218910324#9 -218910324#7 -218910324#6 -218910324#5 -420187960#3 239357580#0 -381570321#0 -420187960#1 -420187960#0 -381458583#6 -381458583#5 -381458583#2 -381458583#1 420187962#3 -218910324#0 -218960891#14 -218960891#13 -218960891#12 -218960891#11 -218960891#10 -218960891#9 -218960891#8 -218960891#6 -218960891#5 -218960891#4 -218960891#3 -218960891#2 -218960891#1 -218960891#0 -37399924#11 -37399924#10 -37399924#9 -37399924#8 -37399924#7 -37399924#6 -37399924#5 -37399924#4 -37399924#3 -37399924#2 -37399924#1 -37399924#0 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 229028006#2 229028006#4 229028006#5 229028006#6 229028006#8 229028006#9 420086344#0,69,1836.26,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00332,-381453329,223418965#9,-381453329 420348556#2 381453320#2 381453320#3 1501824264 -1455497346 -503530174#1 -503530174#0 237470575#0 237470575#1 237470575#2 237470575#3 237470575#4 237470575#5 237470575#6 223418965#6 223418965#7 223418965#8 223418965#9,19,1842.61,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00333,-420187960#0,381570309#3,-420187960#0 -420309398#1 -420309398#0 -381570303#4 -381570303#3 -420310508#4 -420310508#3 -420310508#2 381570323 381570309#3,10,1848.96,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00334,-381746452#0,-37400066#0,-381746452#0 218960891#4 -381746450#3 -381746450#2 -340373565#6 381746452#2 381746452#3 -420097198#1 -420097207 -381746718 381737978#2 83339285#0 83339285#1 83339285#2 83339285#3 83339285#4 83339285#5 37400066#0 37400066#1 37400066#2 -381793820#3 779239883 779239884 381793815 -779239885 381793828#2 -779239884 -779239883 381793820#3 -37400066#2 -37400066#1 -37400066#0,32,1855.31,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00335,377333844,381807723#0,377333844 377333893#1 1442270413#0 1442270413#1 1442270413#2 519071250 413106892 519097168#0 519097168#1 519097168#2 519097168#4 -218960891#14 -218960891#13 -218960891#12 -218960891#11 -218960891#10 -218960891#9 -218960891#8 -218960891#6 -218960891#5 -218960891#4 -218960891#3 -218960891#2 -218960891#1 -218960891#0 -37399924#11 -37399924#10 -37399924#9 -37399924#8 -37399924#7 -37399924#6 -37399924#5 -37399924#4 -37399924#3 -37399924#2 -37399924#1 -37399924#0 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 -229028337#8 -229028337#7 229028340#9 229028345#10 381807723#0,48,1861.67,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00336,464458362#4,651817398#4,464458362#4 580350029#3 580350029#5 580350029#6 580350029#7 1339655672#0 1339655672#1 -580350028 1339655669 1339655668 516163750#0 516163750#1 1206220503#0 1206220503#1 333554718 333554719 219696191#0 219696191#1 619147740 619147739#0 651817398#0 651817398#1 651817398#2 651817398#3 651817398#4,25,1868.02,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00337,117784411#1,782892489#2,117784411#1 117784421#3 117784419#0 117784419#1 395564622#2 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -228795463#4 -228795463#3 -228795463#1 -228795463#0 -228795477#3 -228795477#2 -420383143#1 -420383143#0 -1205679418#1 -767644535 -767644534#0 180368915#3 782892489#1 782892489#2,33,1874.37,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00338,244477710,-329995227#2,244477710 244477705#8 -344898677#10 -344898677#7 -344898677#5 -344898677#4 -344898677#3 -344898677#1 -344898677#0 464458362#0 464458362#1 464458362#2 -468168887#2 -468168887#1 -468168887#0 -224260187#6 -376666917 -376666933#0 -224260190#5 -224260190#4 -224260190#3 -224260190#2 -224260190#1 -224260190#0 1206220503#0 1206220503#1 333554718 333554719 219696191#0 219696191#1 619147740 619147739#0 619147739#1 619147739#2 619147739#3 619147739#4 619147739#5 619147739#6 781983103#1 781983103#2 921117704#0 921117704#1 1467498054 -781985788#0 -383097722#0 383097714 1499619438#0 1499619445#2 1499619444 1499619443#0 1499619443#1 1499619443#2 1499619443#3 198691077#0 198691077#1 198691077#2 198691077#3 198691077#4 198691077#5 198691077#6 198691077#7 198691077#9 198691077#10 198691077#11 198691077#12 198691077#13 198691077#14 913565824#1 913565824#2 782892488#2 782892488#3 782892488#4 782892488#5 420383141#0 -329995227#2,75,1879.30,expanded_map_background_distributed_boundary
